station_name,date_time,temperature,precipitation,windspeed,wind_direction,humidity,vapor_pressure,dew_point_temp,local_pressure,sea_level_pressure,sunshine,solar_radiation,snowfall,new_snowfall_3hr,cloud_type,lowest_cloud,visibility,ground_condition,activity_score
철원,2021-08-08 11:00,27.9,,2.5,20.0,96.0,35.9,27.1,986.8,1004.1,0.1,1.34,,,,63.0,4907.0,,-2.641082880920543
북강릉,2021-03-01 19:00,0.1,,1.5,320.0,99.0,6.1,0.0,1009.5,1019.0,0.0,0.0,20.2,,St,1.0,45.0,,-7.423629367363096
임실,2021-03-20 07:00,8.0,,1.0,230.0,97.0,10.4,7.5,984.2,1013.9,0.0,,,,,4.0,1423.0,,-1.3932173360893008
부산,2021-05-11 06:00,14.8,,3.5,70.0,69.0,11.6,9.1,1005.6,1013.8,0.0,0.01,,,ScAs,10.0,3920.0,,1.5957397050388593
장흥,2021-03-05 15:00,18.6,,2.7,50.0,45.0,9.6,6.4,1011.2,1016.3,1.0,,,,,,2000.0,,1.6260108818400916
완도,2021-12-11 09:00,9.6,,1.4,290.0,72.0,8.5,4.7,1023.5,1027.8,0.1,,,,,,666.0,,0.6031475349921953
장수,2021-06-08 00:00,17.6,,0.1,0.0,93.0,18.6,16.4,968.5,1015.1,,,,,,,1475.0,,-1.2331551579736324
울산,2021-11-12 07:00,5.6,,1.8,290.0,63.0,5.7,-0.9,1005.4,1015.4,0.0,,,,,,2000.0,,0.9883707678778437
천안,2021-01-10 22:00,-8.6,,0.4,0.0,72.0,2.3,-12.7,1018.9,1030.1,,,,,,10.0,1658.0,,-4.912755718431964
영덕,2021-07-16 04:00,22.7,,1.5,180.0,99.0,27.2,22.5,1011.4,1016.1,,,,,,,628.0,,-3.825360179597799
영덕,2021-08-08 16:00,22.2,1.5,1.3,320.0,98.0,26.1,21.8,998.6,1003.2,0.0,,,,,9.0,1457.0,,-1.1527871357850374
양산시,2021-07-08 08:00,24.7,,1.9,200.0,100.0,30.9,24.6,1005.5,1006.2,0.0,0.33,,,,1.0,875.0,,-3.4878370218599497
군산,2021-09-01 10:00,24.2,,3.6,320.0,93.0,27.9,22.9,1006.4,1009.6,0.1,,,,,2.0,2000.0,,-1.0153556366090588
홍성,2021-11-30 19:00,6.2,,5.8,270.0,61.0,5.8,-0.7,1010.1,1013.5,,,,,StNs,11.0,3372.0,,0.991780660897834
성산,2021-12-22 22:00,7.0,,4.3,290.0,64.0,6.4,0.6,1020.5,1023.0,,,,,,,2000.0,,0.9182001008190526
인제,2021-07-25 03:00,21.9,,1.5,20.0,83.0,21.7,18.8,986.6,1009.6,,,,,,,4126.0,,0.4626156828252177
순천,2021-01-23 20:00,8.2,,1.4,290.0,100.0,10.8,8.1,997.6,1017.6,,,,,,9.0,666.0,,-2.687816376047324
철원,2021-09-17 01:00,18.4,,0.9,70.0,97.0,20.5,17.9,994.5,1012.5,,,,,,,5009.0,,-0.7563238650786246
진주,2021-06-19 19:00,25.0,,0.6,50.0,63.0,19.9,17.4,997.0,1000.3,0.7,0.44,,,,,2000.0,,-0.028472248381275267
고창군,2021-11-20 03:00,6.9,,0.0,0.0,97.0,9.6,6.4,1012.7,1020.0,,,,,,,15.0,,-6.748069948187601
서울,2021-03-10 07:00,1.8,,2.6,20.0,85.0,5.9,-0.4,1018.4,1029.2,0.0,0.0,,,,,755.0,,-2.4891869333127
천안,2021-06-07 00:00,16.2,,0.4,0.0,98.0,17.9,15.8,1002.2,1012.2,,,,,,,420.0,,-3.130849670506414
장흥,2021-05-09 15:00,24.3,,3.2,360.0,24.0,7.3,2.4,1004.8,1009.8,1.0,,,,,,2000.0,,1.0859079441033266
경주시,2021-03-05 13:00,16.1,,1.4,70.0,55.0,10.0,7.0,1013.7,1018.5,1.0,2.94,,,,3.0,2403.0,,1.668093520811896
합천,2021-09-28 01:00,18.9,,0.3,0.0,95.0,20.6,18.0,1012.1,1015.2,,,,,,24.0,1888.0,,-1.5097952250820406
부산,2021-08-03 10:00,26.2,,3.1,180.0,85.0,28.8,23.4,999.7,1007.6,0.0,0.43,,,ScCi,8.0,3024.0,,-0.2965488634716892
고창,2021-03-28 18:00,13.4,,1.8,200.0,69.0,10.6,7.8,999.8,1006.0,0.8,0.67,,,,,1503.0,,1.79733688561927
고창,2021-10-22 07:00,2.9,,0.5,70.0,96.0,7.2,2.3,1015.2,1021.8,0.0,0.01,,,,,1909.0,,-1.957338703530369
합천,2021-06-11 19:00,23.7,,0.6,160.0,85.0,24.9,21.0,1007.6,1010.7,0.0,,,,,5.0,2000.0,,-0.2569165565239616
봉화,2021-02-02 20:00,-5.0,,3.7,320.0,40.0,1.7,-16.5,982.1,1023.3,,,,,,,2000.0,,-3.131795826549348
진도군,2021-07-07 09:00,26.8,,3.8,200.0,91.0,31.9,25.1,1007.6,1008.7,0.0,,,,,3.0,1564.0,,-1.8805809393800845
수원,2021-06-16 01:00,21.7,,1.4,70.0,76.0,19.6,17.2,999.6,1004.2,,,,,,,2000.0,,0.33873188593297643
포항,2021-04-14 12:00,13.3,,4.3,50.0,47.0,7.2,2.2,1017.3,1017.8,1.0,3.38,,,Ci,,2000.0,,1.5476919638013071
금산,2021-06-13 02:00,22.3,,0.5,290.0,91.0,24.4,20.7,991.1,1010.8,,,,,,10.0,664.0,,-2.606379301028967
백령도,2021-04-15 20:00,8.4,,4.3,160.0,86.0,9.4,6.1,1009.5,1013.9,0.0,0.01,,,,63.0,2930.0,,0.15067643139976938
광양시,2021-09-20 04:00,19.9,,2.6,50.0,78.0,18.1,15.9,1004.2,1014.5,,,,,,,1679.0,,-0.0004965472991870223
이천,2021-12-20 02:00,-3.0,,0.2,0.0,90.0,4.4,-4.4,1011.3,1021.6,,,,,,10.0,806.0,,-5.099299421583365
광주,2021-12-07 22:00,7.4,,0.3,0.0,77.0,7.9,3.6,1021.2,1029.9,,,,,,,470.0,,-0.15427787927718872
합천,2021-12-20 10:00,1.7,,0.6,360.0,69.0,4.8,-3.3,1017.8,1021.2,1.0,,,,,46.0,1977.0,,0.7539905663374411
흑산도,2021-05-09 16:00,18.8,,2.1,360.0,51.0,11.0,8.4,1002.0,1010.7,1.0,2.51,,,,,5000.0,,2.083106177106534
울산,2021-04-14 02:00,8.3,,4.3,340.0,57.0,6.2,0.2,1003.6,1013.5,,,,,,16.0,2000.0,,0.28721939679814446
인천,2021-01-19 11:00,-6.9,,1.7,360.0,31.0,1.1,-21.2,1025.0,1034.1,1.0,1.4,,,,,2000.0,,-3.390812640187003
고창,2021-08-14 07:00,22.7,0.1,0.5,340.0,95.0,26.1,21.8,999.7,1005.7,0.0,0.05,,,,,596.0,,-2.280871663758194
정선군,2021-04-09 19:00,8.1,,1.6,160.0,49.0,5.3,-1.9,991.4,1028.8,0.0,,,,,5.0,1528.0,,1.4179602704968572
합천,2021-05-24 03:00,19.2,,0.8,230.0,85.0,18.9,16.6,1004.4,1007.5,,,,,,35.0,1290.0,,-0.6916480425527555
영천,2021-02-13 08:00,-2.7,,0.2,0.0,81.0,4.1,-5.5,1015.1,1027.4,0.3,,,,,,838.0,,-2.6921840379156468
완도,2021-02-26 02:00,7.0,,0.9,70.0,95.0,9.5,6.2,1014.4,1018.8,,,,,,3.0,454.0,,-3.3630710362041643
보성군,2021-10-02 06:00,17.0,,0.1,0.0,96.0,18.5,16.3,1011.8,1012.0,,,,,,,821.0,,-2.1101313439124
서산,2021-10-31 09:00,13.6,,0.0,0.0,98.0,15.2,13.2,1022.3,1025.4,1.0,0.63,,,,,1592.0,,-0.48202280845278855
제주,2021-03-02 00:00,8.2,2.4,6.1,320.0,85.0,9.2,5.8,1013.5,1016.0,,,,,ScAs,,2000.0,,-2.390863146453145
고산,2021-11-04 15:00,18.4,,5.0,340.0,71.0,15.0,13.0,1010.6,1019.0,1.0,1.79,,,,,1458.0,,0.4794616774226284
상주,2021-07-15 14:00,33.0,,0.9,230.0,63.0,31.7,25.0,1002.7,1013.4,1.0,,,,,10.0,5000.0,,-3.692831733390188
구미,2021-11-02 19:00,13.5,,0.8,270.0,57.0,8.8,5.1,1014.5,1020.4,,,,,,70.0,1749.0,,2.3554519906260123
전주,2021-03-29 10:00,11.1,,1.2,250.0,70.0,9.2,5.8,1003.4,1010.7,0.5,1.46,,,Sc,10.0,267.0,,-0.12569159173616107
의령군,2021-11-03 08:00,3.9,,1.2,110.0,96.0,7.7,3.3,1018.9,1020.7,0.0,0.17,,,,15.0,,,-1.9217172295276126
영천,2021-11-06 02:00,6.5,,0.0,0.0,99.0,9.5,6.3,1010.7,1022.6,,,,,,,301.0,,-4.177940518125919
밀양,2021-02-02 13:00,2.8,,2.7,360.0,19.0,1.4,-18.6,1021.3,1022.3,1.0,,,,,,1800.0,,0.46614060404224716
영광군,2021-09-25 19:00,22.6,,1.0,50.0,79.0,21.6,18.7,1016.0,1020.3,0.0,0.02,,,,20.0,1672.0,,0.576154932657443
성산,2021-11-01 03:00,14.7,,1.1,20.0,78.0,12.9,10.8,1021.2,1023.6,,,,,,67.0,2000.0,,0.7588121806824217
수원,2021-03-06 23:00,4.6,,4.5,90.0,65.0,5.5,-1.4,1025.6,1030.6,,,,,,,1983.0,,-0.6747608188950278
부산,2021-12-15 06:00,5.4,,0.6,270.0,68.0,6.1,0.0,1012.8,1021.4,,,,,,,2606.0,,0.5049707463203612
정선군,2021-05-25 01:00,10.9,,0.3,0.0,66.0,8.5,4.7,973.0,1009.3,,,,,,,1541.0,,1.0427510375529563
백령도,2021-01-14 03:00,-0.5,,1.7,20.0,42.0,2.5,-11.8,1017.0,1021.6,,,27.8,,Ci,,4980.0,,-0.8236556884415114
양산시,2021-05-26 21:00,18.2,0.0,2.4,250.0,81.0,16.8,14.8,1007.9,1008.6,,,,,,2.0,2047.0,,1.101874172838182
김해시,2021-06-15 11:00,23.0,,1.5,140.0,80.0,22.4,19.3,1000.2,1006.4,0.0,0.63,,,,7.0,1954.0,,0.5864345519870142
광주,2021-04-21 01:00,13.9,,0.4,0.0,53.0,8.4,4.4,1013.5,1021.9,,,,,,62.0,1595.0,,1.3387843472613437
고산,2021-03-24 02:00,11.1,,6.0,180.0,65.0,8.5,4.7,1013.5,1022.2,,,,,,,2000.0,,0.24776965335159806
영월,2021-03-29 18:00,13.1,,3.2,270.0,24.0,3.6,-7.0,978.4,1006.6,0.6,,,,,,1784.0,,1.9982671417657611
고창군,2021-07-20 23:00,24.2,,0.2,0.0,91.0,27.4,22.6,1006.3,1013.0,,,,,,,3041.0,,-1.7973991960339095
대관령,2021-02-10 05:00,-6.2,,2.5,270.0,83.0,3.2,-8.6,931.3,1027.1,,,,,,,1417.0,,-6.150954975555765
문경,2021-08-31 19:00,21.2,,0.1,0.0,99.0,24.9,21.0,994.2,1014.1,0.0,,,,,9.0,313.0,,-3.223761255206423
구미,2021-11-13 14:00,14.5,,2.0,290.0,44.0,7.2,2.3,1011.7,1017.6,1.0,,,,,14.0,2000.0,,2.400940932975961
전주,2021-05-10 08:00,13.6,0.0,2.6,340.0,61.0,9.5,6.2,1005.3,1012.5,0.0,0.28,,,ScAs,12.0,2000.0,,2.098131618207579
안동,2021-06-17 11:00,18.9,,1.5,180.0,74.0,16.1,14.1,992.5,1008.8,0.0,0.66,,,ScAs,10.0,2000.0,,1.456727973579412
창원,2021-02-23 19:00,8.7,,1.3,270.0,13.0,1.5,-18.2,1017.1,1021.4,0.0,0.0,,,,,2000.0,,1.3808789243055215
동해,2021-10-29 01:00,9.8,,1.8,250.0,86.0,10.4,7.5,1022.3,1027.3,,,,,,,4430.0,,0.27618087553644965
울진,2021-01-13 21:00,5.4,,1.4,250.0,49.0,4.4,-4.4,1008.1,1014.1,,,,,,,1308.0,,0.7929236920892861
수원,2021-06-23 18:00,24.0,0.2,1.1,160.0,75.0,22.2,19.2,1005.6,1010.1,0.3,0.86,,,CbStNs,4.0,1042.0,,-0.32258376630163343
충주,2021-07-04 15:00,25.1,,3.8,230.0,75.0,23.8,20.3,992.4,1005.4,0.0,,,,,7.0,2000.0,,0.8422147315283897
광주,2021-02-01 04:00,7.7,,0.7,140.0,99.0,10.4,7.5,1010.6,1019.2,,,,,StNs,4.0,101.0,,-5.283371230239776
안동,2021-03-30 04:00,8.6,,1.4,290.0,41.0,4.6,-3.9,993.9,1010.9,,,,,Ci,,1389.0,,0.49591086645306204
경주시,2021-05-22 17:00,27.5,,3.1,320.0,44.0,16.1,14.1,1002.0,1006.5,1.0,1.82,,,,,2536.0,,-0.3005036950768073
완도,2021-10-24 02:00,10.2,,1.9,160.0,69.0,8.5,4.7,1023.3,1027.7,,,,,,69.0,2000.0,,0.7403424912482901
장흥,2021-02-04 03:00,1.2,1.2,3.7,20.0,93.0,6.2,0.1,1018.6,1024.2,,,,,,5.0,870.0,,-5.456395779194812
안동,2021-04-04 06:00,9.6,4.0,0.8,110.0,93.0,11.1,8.5,995.3,1012.3,,,,,StNs,1.0,654.0,,-3.29580481962631
북춘천,2021-11-27 16:00,7.7,,0.9,180.0,35.0,3.7,-6.8,1022.2,1034.1,1.0,0.87,,,,,2000.0,,2.0491645089875075
남원,2021-05-02 08:00,9.1,,0.4,0.0,80.0,9.2,5.8,999.8,1015.9,0.0,,,,,7.0,3385.0,,1.7781370218468495
동두천,2021-09-18 07:00,16.8,,0.2,0.0,96.0,18.3,16.1,1001.4,1015.0,0.0,,,,,72.0,4790.0,,0.641008365709083
장수,2021-01-04 12:00,0.9,,0.5,250.0,54.0,3.5,-7.3,980.6,1031.2,0.6,,1.1,,,67.0,1644.0,,0.37180464580005446
진도군,2021-06-14 22:00,20.8,,1.2,110.0,93.0,22.8,19.6,1004.1,1005.2,,,,,,,482.0,,-1.6195726610876222
춘천,2021-02-24 23:00,-1.1,,0.8,90.0,52.0,2.9,-9.7,1015.4,1025.1,,,,,,,2000.0,,-1.7342939254127048
구미,2021-07-06 22:00,22.0,,0.5,230.0,96.0,25.3,21.3,1003.2,1008.8,,,,,,4.0,1709.0,,-1.1828309614166193
강진군,2021-10-04 11:00,28.5,,2.5,200.0,58.0,22.5,19.4,1019.1,1020.9,1.0,2.44,,,,,3779.0,,-0.8147991531253657
양산시,2021-10-10 19:00,25.9,,3.0,230.0,80.0,26.6,22.1,1015.8,1016.5,,,,,,7.0,1814.0,,-0.10192297123821203
인천,2021-02-28 10:00,8.7,,3.3,140.0,35.0,3.9,-5.9,1018.5,1027.0,1.0,1.38,,,AcCi,35.0,2000.0,,1.7370241728084315
통영,2021-05-14 02:00,16.3,,1.7,20.0,98.0,18.1,15.9,1009.7,1013.4,,,,,,,2000.0,,-1.7573452431579994
속초,2021-08-01 03:00,25.4,,1.1,290.0,94.0,30.4,24.3,998.1,1000.1,,,,,,,437.0,,-4.410961330587909
서귀포,2021-07-10 04:00,25.2,,1.0,250.0,91.0,29.1,23.6,1002.3,1008.2,,,,,ScCi,8.0,2000.0,,-2.425678179515077
포항,2021-12-15 15:00,15.1,,3.8,230.0,39.0,6.7,1.2,1018.5,1019.0,1.0,1.24,,,Sc,15.0,1979.0,,1.6979614587015255
보성군,2021-01-08 17:00,-4.4,,3.9,290.0,56.0,2.5,-11.8,1021.3,1021.5,0.8,0.55,,,,,5000.0,,-1.5540811145427322
강진군,2021-01-04 23:00,0.2,,0.3,0.0,85.0,5.3,-2.0,1028.1,1029.4,,,,,,,1067.0,,-3.0536360572874544
영광군,2021-01-14 18:00,8.6,,0.9,160.0,68.0,7.6,3.0,1015.9,1020.5,0.1,0.04,,,,,927.0,,1.057383792227646
춘천,2021-08-08 08:00,24.8,,2.0,340.0,86.0,26.8,22.2,996.3,1004.8,0.1,0.59,,,,,2000.0,,-0.6198660127776964
동해,2021-08-07 08:00,26.8,,1.2,20.0,80.0,28.1,23.0,998.2,1002.8,0.7,,,,,54.0,2185.0,,-1.2796062945948434
영광군,2021-04-18 22:00,5.6,,0.8,110.0,84.0,7.6,3.1,1015.4,1020.0,,,,,,,979.0,,-0.5683492830804863
흑산도,2021-09-16 18:00,21.9,0.2,6.2,20.0,89.0,23.2,19.9,999.3,1007.9,0.0,0.08,,,ScAs,2.0,4256.0,,1.099686083698472
세종,2021-10-23 01:00,6.0,,0.9,320.0,90.0,8.4,4.4,1015.7,1026.8,,,,,,,1549.0,,-1.6727285992133876
성산,2021-08-08 18:00,27.4,,3.6,20.0,94.0,34.2,26.3,997.2,999.5,0.0,,,,,4.0,2000.0,,-2.445166629629119
의성,2021-08-21 11:00,23.2,1.0,0.4,0.0,95.0,26.9,22.3,995.8,1005.0,0.0,,,,,7.0,1907.0,,-0.9539712844184199
거제,2021-06-30 07:00,22.6,,2.4,110.0,82.0,22.4,19.3,1002.8,1007.9,0.0,,,,,4.0,937.0,,0.1900654097981046
영광군,2021-06-02 02:00,19.2,,1.1,180.0,75.0,16.6,14.6,1008.6,1012.9,,,,,,,1965.0,,0.4434752416087935
장흥,2021-12-27 06:00,-9.1,0.0,0.9,290.0,84.0,2.6,-11.3,1026.6,1032.4,,,,,,,2000.0,,-7.0822836159337905
양평,2021-08-11 02:00,22.3,,0.1,0.0,100.0,26.8,22.2,1005.3,1010.7,,,,,,,1420.0,,-3.153725185388437
진주,2021-01-09 04:00,-13.6,,0.2,0.0,70.0,1.5,-17.9,1020.0,1023.9,,,,,,,2000.0,,-8.777289075650902
양산시,2021-05-20 10:00,16.2,1.3,4.2,50.0,96.0,17.6,15.5,1006.0,1006.7,0.0,0.24,,,,2.0,385.0,,-2.248921362414644
울진,2021-09-08 06:00,20.2,,1.2,320.0,97.0,22.9,19.7,1002.3,1008.0,0.0,,,,,11.0,2000.0,,-1.6924628189793522
부안,2021-11-22 05:00,8.5,,1.0,320.0,83.0,9.2,5.7,1013.1,1014.6,,,,,,10.0,1466.0,,-0.5904034865149816
영월,2021-01-21 01:00,-6.2,,0.0,0.0,86.0,3.3,-8.1,999.1,1030.1,,,1.5,,,,713.0,,-6.220395926646095
보성군,2021-06-23 15:00,25.8,,5.7,200.0,64.0,21.2,18.4,1009.8,1010.0,1.0,3.27,,,,,4958.0,,0.771956989656585
영천,2021-06-18 12:00,22.3,,1.3,250.0,79.0,21.2,18.4,991.6,1002.5,0.0,,,,,4.0,795.0,,0.06362090624922523
광양시,2021-05-15 19:00,21.5,,0.4,0.0,93.0,23.8,20.3,996.1,1006.2,0.0,0.09,,,,4.0,1461.0,,-0.8820787688479289
북춘천,2021-03-16 05:00,9.0,,1.0,290.0,93.0,10.6,7.9,1000.2,1011.8,,,,,St,8.0,800.0,,-2.220652511371495
강릉,2021-05-17 15:00,13.6,1.2,1.2,340.0,93.0,14.4,12.4,1005.8,1009.0,0.0,0.41,,,,2.0,4751.0,,0.6828391763515144
영덕,2021-04-11 01:00,3.8,,1.4,180.0,94.0,7.5,2.9,1027.5,1032.6,,,,,,,2000.0,,-2.664092956097907
정선군,2021-08-18 15:00,25.6,,3.7,160.0,60.0,19.6,17.2,976.0,1010.4,0.5,,,,,3.0,2234.0,,0.9503836125580905
고산,2021-05-23 18:00,19.9,,4.3,140.0,82.0,19.0,16.7,1001.3,1009.6,0.2,0.59,,,,43.0,2000.0,,0.5702796161811213
강화,2021-08-22 20:00,23.5,,2.1,290.0,93.0,26.8,22.2,1004.3,1009.8,0.0,,,,,,1821.0,,-0.8812585332451593
천안,2021-02-03 00:00,-4.8,0.0,1.3,270.0,92.0,3.9,-5.9,1017.0,1028.0,,,1.1,,,,514.0,,-7.087955413783414
청송군,2021-08-03 23:00,24.9,,0.8,140.0,93.0,29.1,23.6,986.7,1010.3,,,,,,,540.0,,-3.889910021124716
경주시,2021-11-18 16:00,18.0,,3.7,290.0,39.0,8.0,3.8,1012.1,1016.8,1.0,0.88,,,,,2725.0,,1.7367470370759928
양평,2021-03-09 16:00,13.2,,2.9,290.0,32.0,4.9,-3.1,1018.0,1023.7,1.0,,,,,10.0,1430.0,,1.9975604528338962
순창군,2021-05-29 05:00,11.5,,0.0,0.0,99.0,13.4,11.3,990.8,1006.2,,,,,,,4727.0,,-0.7199343901473131
완도,2021-01-03 10:00,1.3,,0.7,180.0,55.0,3.7,-6.7,1030.4,1034.9,1.0,,,,,,2000.0,,0.794364851460554
울산,2021-03-11 06:00,2.0,,0.4,0.0,90.0,6.3,0.5,1018.8,1029.1,,,,,Ci,,2000.0,,-2.381609481425178
의령군,2021-12-14 09:00,-3.7,,0.8,90.0,75.0,3.5,-7.4,1023.2,1025.0,0.9,0.73,,,,,2087.0,,-1.8362469373724872
홍천,2021-09-06 13:00,26.5,,4.2,70.0,46.0,15.9,13.9,1001.3,1017.2,0.7,,,,,17.0,5009.0,,1.4643084487728184
영천,2021-09-08 06:00,20.8,,1.3,270.0,88.0,21.6,18.7,998.1,1009.2,,,,,,12.0,4345.0,,0.2282615858009691
서귀포,2021-01-30 03:00,2.5,,1.1,360.0,65.0,4.8,-3.4,1021.4,1028.0,,,,,,,2000.0,,-0.7304117758034845
통영,2021-04-05 09:00,9.8,,5.3,360.0,57.0,6.9,1.6,1018.7,1022.5,0.8,,,,,,2000.0,,1.783283900743855
상주,2021-04-01 15:00,18.7,,3.9,110.0,30.0,6.4,0.7,1008.8,1020.1,1.0,,,,,52.0,5000.0,,2.3012701591753806
진주,2021-01-05 08:00,-4.8,,0.3,0.0,84.0,3.6,-7.0,1023.7,1027.5,0.0,0.01,,,,,801.0,,-4.420098750634061
북강릉,2021-06-06 09:00,24.5,,0.9,20.0,47.0,14.4,12.4,995.3,1003.8,1.0,2.18,,,Sc,16.0,1899.0,,-0.10324504519774835
인제,2021-01-25 01:00,-1.2,,0.8,340.0,94.0,5.3,-2.0,1005.2,1030.9,,,,,,,2606.0,,-3.9099935594485236
동해,2021-08-29 19:00,22.0,,0.3,0.0,85.0,22.4,19.3,1007.4,1012.1,0.2,,,,,,4994.0,,0.997541296178969
고산,2021-06-25 10:00,26.3,,4.9,140.0,81.0,27.6,22.7,1003.0,1011.1,0.9,2.04,,,,6.0,1974.0,,-1.071563118165764
봉화,2021-05-10 18:00,9.5,,0.7,140.0,91.0,10.7,8.0,975.0,1013.7,0.0,,,,,3.0,1993.0,,0.16157387223634412
장흥,2021-08-07 13:00,33.3,,0.8,270.0,55.0,28.1,23.0,997.1,1001.9,0.7,,,,,14.0,2000.0,,-4.631498135781997
포항,2021-02-13 12:00,16.5,,2.1,180.0,19.0,3.6,-7.2,1024.2,1024.7,1.0,2.27,,,,,1538.0,,0.902548146236978
구미,2021-01-04 16:00,3.6,,0.5,110.0,33.0,2.6,-11.2,1023.6,1029.8,0.6,,,,,17.0,2000.0,,1.3140302309434606
안동,2021-01-09 07:00,-15.2,,1.3,290.0,58.0,1.1,-21.6,1005.5,1024.4,,,,,,,2000.0,,-9.127037029518664
완도,2021-04-24 19:00,16.8,,1.7,160.0,68.0,12.9,10.8,1014.2,1018.4,0.7,,,,,,1979.0,,1.8542063337926957
속초,2021-04-24 01:00,11.2,,2.0,360.0,92.0,12.2,9.9,1022.4,1024.5,,,,,,2.0,687.0,,-2.1375488410217
부산,2021-09-24 05:00,19.8,,1.2,50.0,68.0,15.7,13.7,1011.8,1019.9,,,,,,,5000.0,,1.6492993301859724
홍성,2021-06-22 15:00,26.2,,2.4,180.0,59.0,20.0,17.5,1004.6,1007.7,1.0,2.58,,,Ci,,3049.0,,-0.005443273815148197
울산,2021-02-08 14:00,5.2,,4.0,290.0,20.0,1.8,-15.9,1012.7,1022.8,1.0,,,,,,2000.0,,1.0412527246462417
부산,2021-11-04 14:00,21.5,,1.4,90.0,44.0,11.2,8.7,1008.5,1016.6,1.0,2.23,,,Sc,15.0,2924.0,,1.5747629725168433
순천,2021-12-07 09:00,6.6,,2.6,270.0,67.0,6.5,0.8,1006.4,1026.7,1.0,,,,,,802.0,,0.7088271688268311
청송군,2021-05-01 11:00,10.2,,2.1,320.0,76.0,9.4,6.1,979.7,1004.5,0.0,0.82,,,,2.0,995.0,,0.4425667167398808
여수,2021-02-28 12:00,8.6,0.0,5.6,50.0,65.0,7.2,2.3,1018.8,1026.9,0.0,0.88,,,ScAs,18.0,2000.0,,0.7132718803997684
여수,2021-03-19 08:00,9.7,,4.7,50.0,70.0,8.4,4.4,1012.6,1020.6,0.0,0.07,,,As,32.0,2000.0,,1.1617585326059798
홍천,2021-03-21 17:00,8.2,,5.2,270.0,35.0,3.8,-6.3,995.0,1011.9,0.6,,,,,17.0,5009.0,,2.385871136973064
장수,2021-11-07 17:00,16.1,,2.7,50.0,55.0,10.0,7.0,970.9,1018.0,0.2,,,,,,2000.0,,2.053171843597551
금산,2021-08-23 00:00,22.1,,0.4,0.0,96.0,25.5,21.4,991.7,1011.4,,,,,,,971.0,,-2.830199162079038
김해시,2021-11-25 08:00,7.3,,0.8,340.0,71.0,7.2,2.3,1011.3,1018.0,0.2,0.08,,,,,2526.0,,1.8176075499648676
거창,2021-07-21 12:00,30.8,,0.9,140.0,56.0,24.9,21.0,987.6,1012.9,1.0,,,,,,2000.0,,-2.92569143574633
세종,2021-04-16 22:00,9.7,,1.3,320.0,89.0,10.6,7.9,1007.3,1018.1,,,,,,7.0,1160.0,,-0.27044673205506375
부산,2021-11-24 17:00,11.5,,3.0,250.0,45.0,6.1,0.0,1007.5,1015.9,0.5,0.25,,,Sc,15.0,4857.0,,3.0206682627535764
강릉,2021-11-27 15:00,12.2,,1.0,110.0,31.0,4.4,-4.4,1030.2,1033.5,1.0,1.42,,,,,5000.0,,3.1608694816049487
울릉도,2021-01-09 15:00,-5.3,0.0,3.3,250.0,70.0,2.9,-9.9,987.7,1015.8,0.0,0.04,54.5,0.0,Sc,10.0,1503.0,,-3.8805689960786407
봉화,2021-11-22 06:00,7.2,,3.2,270.0,63.0,6.4,0.6,970.5,1009.3,,,,,,10.0,1916.0,,0.1657731023653506
태백,2021-04-08 14:00,12.5,,1.8,50.0,41.0,5.9,-0.4,932.5,1014.3,0.9,,,,,19.0,1989.0,,2.539585021243781
서울,2021-07-28 17:00,30.2,0.0,3.1,270.0,70.0,30.0,24.1,991.3,1000.8,0.0,0.26,,,CbCu,8.0,1968.0,,-1.5686234894171838
산청,2021-10-20 13:00,15.7,,1.9,270.0,32.0,5.7,-0.9,1004.2,1020.6,1.0,,,,,,4444.0,,2.84250170600437
고흥,2021-02-23 03:00,2.1,,4.0,320.0,55.0,3.9,-6.0,1015.4,1021.9,,,,,,,2000.0,,-1.2446432144760697
서산,2021-10-03 23:00,19.5,,1.1,160.0,95.0,21.4,18.6,1015.7,1018.6,,,,,,,2220.0,,-1.4777445960289421
흑산도,2021-06-15 13:00,19.7,2.6,7.6,160.0,99.0,22.7,19.5,991.6,1000.2,0.0,0.45,,,StNs,1.0,232.0,,-3.541195038585889
순창군,2021-11-23 02:00,1.2,,0.3,0.0,100.0,6.6,1.1,1003.2,1019.4,,,,,,1.0,4928.0,,-3.1147409585385772
남해,2021-09-10 02:00,21.2,,0.8,270.0,86.0,21.6,18.7,1008.8,1014.1,,,,,,,2000.0,,-0.520100369844814
서귀포,2021-02-19 09:00,6.3,,0.9,360.0,74.0,7.0,1.9,1016.6,1023.0,1.0,,,,,,1938.0,,1.576066926227027
홍성,2021-07-23 17:00,34.4,,1.2,90.0,42.0,22.8,19.6,1004.6,1007.7,1.0,2.0,,,ScCi,10.0,5000.0,,-4.923735349445818
울진,2021-05-13 10:00,16.7,,2.3,50.0,79.0,15.0,13.0,1008.1,1013.9,1.0,,,,,,1822.0,,0.997680845407846
춘천,2021-08-24 14:00,22.6,2.0,1.0,320.0,96.0,26.3,21.9,989.4,998.0,0.0,0.34,,,,,439.0,,-2.1246494564682674
천안,2021-10-17 03:00,2.8,,0.9,290.0,55.0,4.1,-5.3,1019.0,1029.7,,,,,,,3825.0,,0.23259429836582446
